user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro
CTP0499,2,11,11,PC-1349,8,17,0,11,0,11,0,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,
CTR0215,3,910,567,PC-2944,7,17,215,695,1,694,1,0.8388625592417062,1.0,7669.0,0.0,5909.0,1760.0,5909.0,0.0,7669.0,3812.0,3857.0,171.0,317.0,0.0,279.0,38.0,0.0,2.0,2.0,35.0,51.813880126182966,0.0,414.1135646687697,-279.0
CTW0743,1,345,345,PC-3316,7,16,0,345,0,345,0,1.0,,,,,,,,,,,743.0,3998.0,0.0,3998.0,0.0,0.0,23.0,90.0,341.0,53.000500250125064,1.0,407.65157578789393,-3998.0
CTW0819,1,10,9,PC-4384,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
CUC0118,1,345,345,PC-9805,9,17,0,345,0,345,0,1.0,,,,,,,,,,,286.0,543.0,0.0,543.0,0.0,0.0,3.0,7.0,67.0,51.4585635359116,0.0,411.7790055248619,-543.0
CUD0505,1,345,345,PC-0988,8,16,0,345,0,345,0,1.0,,,,,,,,,,,402.0,1024.0,0.0,1024.0,0.0,0.0,9.0,24.0,127.0,53.0732421875,0.0,411.3330078125,-1024.0
CUD0745,1,16,10,PC-3309,8,17,0,16,0,16,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
CUH0497,1,10,9,PC-3442,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
CUM0234,1,10,10,PC-1305,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
CVR0454,1,345,345,PC-8397,7,18,0,345,0,345,0,1.0,,,,,,,,,,,703.0,2563.0,0.0,2563.0,0.0,0.0,26.0,59.0,321.0,52.27936012485369,0.0,407.55091689426456,-2563.0
CWA0310,1,303,303,PC-2024,7,16,0,303,0,303,0,1.0,,,,,,,,,,,606.0,1543.0,0.0,1543.0,0.0,0.0,16.0,31.0,136.0,52.27738172391445,3.0,407.6305897602074,-1543.0
CYM0808,1,345,345,PC-7514,8,15,0,345,0,345,0,1.0,,,,,,,,,,,708.0,3366.0,0.0,3366.0,0.0,0.0,44.0,81.0,314.0,52.73083778966132,1.0,410.3770053475936,-3366.0
CZB0191,47,573,573,PC-7236,8,16,133,440,2,438,1,0.7923211169284468,1.0,7793.0,0.0,5935.0,1858.0,5935.0,0.0,7793.0,3874.0,3919.0,137.0,245.0,0.0,199.0,46.0,0.0,3.0,6.0,28.0,51.95918367346939,0.0,415.19591836734696,-199.0
CZK0289,1,24,13,PC-6307,8,18,7,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
CZM0425,1,10,10,PC-6970,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DAA0286,1,345,345,PC-0150,8,17,0,345,0,345,0,1.0,,,,,,,,,,,109.0,135.0,0.0,135.0,0.0,0.0,1.0,1.0,7.0,52.20740740740741,0.0,411.4962962962963,-135.0
DAD0916,1,427,240,PC-9819,8,17,0,427,0,427,0,1.0,1.0,173.0,0.0,173.0,0.0,173.0,0.0,173.0,84.0,89.0,370.0,1101.0,0.0,1101.0,0.0,0.0,18.0,8.0,123.0,51.63396911898274,1.0,412.2170753860127,-1101.0
DAH0146,1,17,10,PC-2849,8,17,0,17,0,17,0,1.0,1.0,5905.0,0.0,5905.0,0.0,5905.0,0.0,5905.0,2937.0,2968.0,,,,,,,,,,,,,
DAH0309,1,17,9,PC-3893,8,18,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DAJ0354,1,10,9,PC-0388,7,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DAL0189,1,489,489,PC-6436,8,17,144,345,0,345,0,1.0,,,,,,,,,,,179.0,306.0,0.0,236.0,70.0,0.0,5.0,1.0,43.0,51.16013071895425,0.0,414.8954248366013,-236.0
DAM0170,1,23,13,PC-1525,7,16,4,19,3,16,0,1.0,1.0,335.0,11.0,258.0,66.0,269.0,0.0,335.0,161.0,174.0,,,,,,,,,,,,,
DAM0321,1,10,9,PC-1274,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DAR0984,28,696,427,PC-0898,7,15,6,690,40,650,14,0.9519145146927872,,,,,,,,,,,245.0,426.0,0.0,426.0,0.0,0.0,5.0,3.0,54.0,50.586854460093896,0.0,412.46948356807513,-426.0
DBH0485,1,10,10,PC-2965,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DBM0279,1,191,191,PC-8059,8,17,0,191,0,191,0,1.0,,,,,,,,,,,213.0,371.0,0.0,371.0,0.0,0.0,2.0,9.0,27.0,53.83827493261455,0.0,403.01617250673854,-371.0
DBV0277,1,345,345,PC-9583,9,17,0,345,0,345,0,1.0,,,,,,,,,,,104.0,149.0,0.0,149.0,0.0,0.0,1.0,3.0,11.0,55.06711409395973,0.0,417.248322147651,-149.0
DCB0109,1,605,345,PC-0817,8,16,0,605,0,605,0,1.0,1.0,5949.0,0.0,5949.0,0.0,5949.0,0.0,5949.0,2950.0,2999.0,174.0,319.0,0.0,319.0,0.0,0.0,2.0,6.0,54.0,52.80250783699059,0.0,402.1191222570533,-319.0
DCB0206,1,10,9,PC-7310,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DCB0606,1,345,345,PC-0641,7,18,0,345,0,345,0,1.0,,,,,,,,,,,433.0,1777.0,0.0,1777.0,0.0,0.0,18.0,42.0,270.0,52.862689926843,1.0,407.9223410241981,-1777.0
DCG0866,2,20,10,PC-3970,8,20,0,20,0,20,0,0.9333333333333333,1.0,698.0,114.0,584.0,0.0,698.0,114.0,698.0,333.0,365.0,,,,,,,,,,,,,
DCH0627,1,78,78,PC-2181,7,18,0,78,0,78,0,1.0,,,,,,,,,,,770.0,2623.0,0.0,2623.0,0.0,0.0,25.0,40.0,228.0,52.24018299656881,1.0,406.4616850934045,-2623.0
DCM0467,1,345,345,PC-3442,7,18,0,345,0,345,0,1.0,,,,,,,,,,,337.0,829.0,0.0,829.0,0.0,0.0,6.0,21.0,146.0,52.27864897466827,0.0,408.25572979493364,-829.0
DCM0757,1,344,345,PC-2701,8,16,0,344,0,344,0,1.0,,,,,,,,,,,340.0,827.0,0.0,827.0,0.0,0.0,3.0,16.0,109.0,53.16928657799274,0.0,407.10519951632403,-827.0
DCT0194,1,17,10,PC-0977,7,16,0,17,0,17,0,1.0,1.0,713.0,0.0,713.0,0.0,713.0,0.0,713.0,345.0,368.0,,,,,,,,,,,,,
DCW0087,3,690,418,PC-5901,7,18,0,690,0,690,0,0.868231046931408,1.0,1352.0,0.0,1352.0,0.0,1352.0,0.0,1352.0,659.0,693.0,768.0,2836.0,0.0,2836.0,0.0,0.0,41.0,52.0,348.0,52.21932299012694,1.0,407.6509167842031,-2836.0
DCW0811,1,10,10,PC-9486,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DCZ0636,1,11,11,PC-3635,8,16,0,11,1,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DDB0047,1,19,10,PC-2519,7,17,0,19,0,19,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DDB0507,1,10,9,PC-6010,7,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DDE0942,2,18,11,PC-0193,8,16,0,18,0,18,0,0.9310344827586207,,,,,,,,,,,,,,,,,,,,,,,
DDL0572,2,20,12,PC-3141,8,18,0,20,0,20,0,0.8125,,,,,,,,,,,,,,,,,,,,,,,
DDM0776,3,766,494,PC-8543,8,16,3,763,33,730,13,0.8269841269841269,1.0,247.0,7.0,240.0,0.0,247.0,1.0,247.0,120.0,127.0,577.0,1315.0,30.0,1285.0,0.0,2.0,15.0,22.0,127.0,51.323954372623575,0.0,408.47300380228137,-1255.0
DDR0928,2,12,12,PC-5307,7,17,0,12,0,12,0,0.8333333333333334,1.0,767.0,0.0,767.0,0.0,767.0,0.0,767.0,372.0,395.0,,,,,,,,,,,,,
DEC0664,1,10,10,PC-1551,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DEI0246,1,345,345,PC-5645,9,19,0,345,0,345,0,1.0,,,,,,,,,,,115.0,193.0,12.0,181.0,0.0,12.0,2.0,7.0,21.0,53.96373056994819,0.0,403.55440414507774,-169.0
DES0075,1,345,345,PC-5260,8,17,0,345,0,345,0,1.0,,,,,,,,,,,401.0,1014.0,0.0,1014.0,0.0,0.0,8.0,18.0,166.0,53.12721893491124,0.0,409.35404339250493,-1014.0
DEW0544,1,345,345,PC-1268,8,19,0,345,0,345,0,1.0,,,,,,,,,,,708.0,2651.0,125.0,2526.0,0.0,125.0,20.0,73.0,297.0,53.38815541305168,0.0,405.34288947566955,-2401.0
DEW0770,1,345,345,PC-2290,6,16,0,345,345,0,0,1.0,,,,,,,,,,,662.0,1741.0,30.0,1711.0,0.0,0.0,21.0,29.0,180.0,52.347501435956346,0.0,405.82194141298106,-1681.0
DFF0273,1,345,345,PC-6897,7,16,0,345,0,345,0,1.0,,,,,,,,,,,293.0,446.0,0.0,446.0,0.0,0.0,3.0,9.0,30.0,53.262331838565025,0.0,412.3340807174888,-446.0
DGC0484,1,358,358,PC-0573,9,19,1,357,11,346,3,1.0,1.0,5886.0,178.0,5706.0,2.0,5884.0,139.0,5886.0,2923.0,2963.0,635.0,1823.0,24.0,1799.0,0.0,24.0,21.0,23.0,165.0,52.554031815688425,1.0,409.43499725726826,-1775.0
DHB0086,1,16,10,PC-9191,8,17,0,16,0,16,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DHB0696,2,392,243,PC-7987,7,14,0,392,96,296,0,0.8362204724409449,,,,,,,,,,,103.0,120.0,1.0,119.0,0.0,0.0,1.0,1.0,7.0,51.21666666666667,0.0,410.53333333333336,-118.0
DHC0599,1,10,9,PC-1960,6,18,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DHH0260,1,55,55,PC-8144,8,18,0,55,0,55,0,1.0,,,,,,,,,,,30.0,31.0,0.0,31.0,0.0,0.0,0.0,1.0,3.0,51.903225806451616,0.0,426.2903225806452,-31.0
DHM0353,1,345,345,PC-6554,7,16,0,345,0,345,0,1.0,,,,,,,,,,,342.0,1092.0,0.0,1092.0,0.0,0.0,3.0,34.0,136.0,53.99267399267399,0.0,406.23534798534797,-1092.0
DHP0182,2,26,15,PC-3575,8,18,6,20,0,20,0,0.9024390243902439,,,,,,,,,,,,,,,,,,,,,,,
DHS0151,1,345,345,PC-9497,8,16,0,345,0,345,0,1.0,,,,,,,,,,,115.0,213.0,0.0,213.0,0.0,0.0,4.0,4.0,40.0,51.93427230046948,0.0,408.03286384976525,-213.0
DHW0130,1,345,345,PC-6601,9,17,0,345,0,345,0,1.0,,,,,,,,,,,599.0,1833.0,0.0,1833.0,0.0,0.0,22.0,27.0,196.0,51.51063829787234,1.0,406.9405346426623,-1833.0
DIA0854,1,345,345,PC-0731,8,18,0,345,0,345,0,1.0,,,,,,,,,,,263.0,504.0,0.0,504.0,0.0,0.0,10.0,12.0,53.0,52.43849206349206,0.0,398.9662698412698,-504.0
DIB0207,1,345,345,PC-4733,7,16,0,345,0,345,0,1.0,,,,,,,,,,,297.0,713.0,0.0,713.0,0.0,0.0,4.0,10.0,93.0,52.34081346423562,1.0,409.65497896213185,-713.0
DIL0607,3,695,423,PC-3077,7,18,0,695,0,695,0,0.8604651162790697,1.0,1358.0,0.0,1358.0,0.0,1358.0,0.0,1358.0,663.0,695.0,314.0,815.0,0.0,815.0,0.0,0.0,9.0,21.0,116.0,52.334969325153374,0.0,412.22453987730063,-815.0
DIM0254,1,454,454,PC-6122,7,18,109,345,0,345,0,1.0,,,,,,,,,,,56.0,63.0,0.0,55.0,8.0,0.0,0.0,5.0,5.0,55.36507936507937,0.0,411.04761904761904,-55.0
DIM0841,1,10,9,PC-4226,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DIV0622,1,10,9,PC-5832,6,18,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJC0178,1,10,9,PC-7065,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJG0393,1,10,9,PC-4095,8,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJH0245,1,10,10,PC-9808,8,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJM0094,1,10,10,PC-8372,8,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJP0489,1,10,10,PC-8135,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJS0406,1,10,10,PC-9069,9,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DJV0692,1,345,345,PC-0688,7,16,0,345,0,345,0,1.0,,,,,,,,,,,92.0,100.0,0.0,100.0,0.0,0.0,2.0,1.0,7.0,51.44,0.0,400.82,-100.0
DJW0698,22,366,366,PC-2700,7,15,0,366,174,192,0,0.9426229508196722,,,,,,,,,,,273.0,440.0,1.0,439.0,0.0,0.0,6.0,6.0,33.0,51.54090909090909,0.0,404.4727272727273,-438.0
DKB0356,1,614,345,PC-5618,7,16,0,614,0,614,0,1.0,,,,,,,,,,,113.0,127.0,0.0,127.0,0.0,0.0,2.0,2.0,9.0,50.47244094488189,0.0,409.20472440944883,-127.0
DKB0775,1,345,345,PC-7481,8,16,0,345,0,345,0,1.0,,,,,,,,,,,619.0,1835.0,0.0,1835.0,0.0,0.0,15.0,37.0,179.0,52.19618528610354,1.0,408.34768392370574,-1835.0
DKF0483,1,617,345,PC-1514,9,19,0,617,0,617,0,1.0,,,,,,,,,,,493.0,1473.0,77.0,1396.0,0.0,77.0,12.0,29.0,152.0,52.940257976917856,0.0,407.6748133061779,-1319.0
DKH0601,2,12,11,PC-2214,6,18,0,12,10,2,0,0.8260869565217391,,,,,,,,,,,,,,,,,,,,,,,
DKK0180,1,18,9,PC-2949,9,19,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DKO0705,1,10,10,PC-7292,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DKP0403,2,683,417,PC-4527,8,18,0,683,0,683,0,0.8690909090909091,1.0,697.0,0.0,697.0,0.0,697.0,0.0,697.0,341.0,356.0,33.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,4.0,50.0,0.0,417.6578947368421,-38.0
DKS0893,1,345,345,PC-4092,8,17,0,345,0,345,0,1.0,,,,,,,,,,,292.0,1300.0,0.0,1300.0,0.0,0.0,3.0,11.0,256.0,53.128461538461536,0.0,408.81307692307695,-1300.0
DLH0806,1,345,345,PC-8496,8,15,0,345,0,345,0,1.0,,,,,,,,,,,437.0,1131.0,0.0,1131.0,0.0,0.0,23.0,18.0,148.0,52.53580901856764,0.0,410.59858532272324,-1131.0
DLS0375,1,615,345,PC-1314,7,19,0,615,0,615,0,1.0,,,,,,,,,,,493.0,1743.0,131.0,1612.0,0.0,131.0,17.0,44.0,200.0,53.03729202524383,0.0,410.0946643717728,-1481.0
DLS0596,1,19,9,PC-9553,7,18,0,19,0,19,0,1.0,1.0,5937.0,52.0,5878.0,7.0,5930.0,5.0,5937.0,2954.0,2983.0,,,,,,,,,,,,,
DLW0556,1,10,9,PC-1798,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DMB0653,1,345,345,PC-3137,8,17,0,345,0,345,0,1.0,,,,,,,,,,,272.0,804.0,0.0,804.0,0.0,0.0,2.0,23.0,140.0,53.5771144278607,1.0,405.910447761194,-804.0
DMH0632,1,10,10,PC-9780,7,14,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DMM0456,1,18,10,PC-2903,8,15,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DMS0876,1,10,9,PC-9184,8,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DNG0938,2,21,15,PC-3510,7,17,0,21,0,21,0,0.7222222222222222,1.0,1353.0,0.0,1353.0,0.0,1353.0,0.0,1353.0,662.0,691.0,,,,,,,,,,,,,
DNS0397,1,18,10,PC-5660,9,17,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DOT0095,1,345,345,PC-6105,8,18,0,345,0,345,0,1.0,,,,,,,,,,,508.0,2030.0,0.0,2030.0,0.0,0.0,17.0,34.0,271.0,52.78423645320197,0.0,409.0463054187192,-2030.0
DPB0652,1,345,345,PC-3139,8,17,0,345,0,345,0,1.0,,,,,,,,,,,369.0,868.0,0.0,868.0,0.0,0.0,3.0,24.0,132.0,53.144009216589865,0.0,403.7546082949309,-868.0
DQM0392,2,623,361,PC-1404,7,19,0,623,0,623,0,0.967479674796748,1.0,756.0,57.0,699.0,0.0,756.0,57.0,756.0,366.0,390.0,126.0,166.0,16.0,150.0,0.0,16.0,2.0,4.0,19.0,52.144578313253014,0.0,419.98192771084337,-134.0
DRF0617,1,10,9,PC-4414,6,18,0,10,10,0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DRH0268,1,10,10,PC-0401,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DRH1000,1,10,9,PC-7580,7,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DRL0224,1,17,9,PC-1287,7,18,0,17,0,17,0,1.0,1.0,768.0,0.0,768.0,0.0,768.0,0.0,768.0,375.0,393.0,,,,,,,,,,,,,
DRW0195,1,345,345,PC-0503,7,18,0,345,0,345,0,1.0,,,,,,,,,,,407.0,1013.0,0.0,1013.0,0.0,0.0,15.0,17.0,118.0,52.122408687068116,0.0,408.4294175715696,-1013.0
DSA0331,1,10,9,PC-4801,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DSL0016,1,10,10,PC-0623,8,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DSL0441,25,433,248,PC-7252,7,16,107,326,0,326,0,0.9295154185022027,1.0,873.0,0.0,669.0,204.0,669.0,0.0,873.0,426.0,447.0,313.0,734.0,0.0,558.0,176.0,0.0,9.0,26.0,104.0,52.52452316076294,0.0,411.6934604904632,-558.0
DSM0311,1,10,9,PC-5534,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DSP0738,1,10,10,PC-5490,8,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DSR0228,1,345,345,PC-6070,7,15,0,345,0,345,0,1.0,,,,,,,,,,,44.0,46.0,0.0,46.0,0.0,0.0,0.0,1.0,3.0,52.43478260869565,0.0,418.95652173913044,-46.0
DSW0129,1,10,9,PC-7699,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DSZ0288,1,19,11,PC-3448,8,18,0,19,2,17,0,1.0,1.0,280.0,6.0,274.0,0.0,280.0,0.0,280.0,138.0,142.0,,,,,,,,,,,,,
DTA0168,1,10,9,PC-7977,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DTE0302,1,345,345,PC-5976,7,16,0,345,0,345,0,1.0,,,,,,,,,,,306.0,522.0,0.0,522.0,0.0,0.0,3.0,7.0,47.0,52.54022988505747,0.0,405.7758620689655,-522.0
DTP0863,1,345,345,PC-2542,8,18,0,345,0,345,0,1.0,,,,,,,,,,,290.0,618.0,0.0,618.0,0.0,0.0,3.0,13.0,71.0,52.4789644012945,0.0,403.6148867313916,-618.0
DUW0537,2,682,411,PC-3473,8,17,0,682,0,682,0,0.879231473010064,1.0,1359.0,0.0,1359.0,0.0,1359.0,0.0,1359.0,666.0,693.0,520.0,1649.0,0.0,1649.0,0.0,0.0,16.0,24.0,198.0,51.906610066707096,1.0,412.2753183747726,-1649.0
DVS0259,1,345,345,PC-8094,8,18,0,345,0,345,0,1.0,,,,,,,,,,,39.0,48.0,0.0,48.0,0.0,0.0,0.0,4.0,6.0,55.375,0.0,417.5416666666667,-48.0
DVV0933,1,345,345,PC-3634,8,17,0,345,0,345,0,1.0,,,,,,,,,,,282.0,543.0,0.0,543.0,0.0,0.0,8.0,6.0,68.0,51.858195211786374,0.0,408.08103130755063,-543.0
DWC0525,2,24,16,PC-2714,7,17,2,22,0,22,0,0.8,1.0,1411.0,0.0,1305.0,106.0,1305.0,0.0,1411.0,691.0,720.0,,,,,,,,,,,,,
DWG0209,790,2310,2310,PC-0633,7,15,1,2309,1392,917,393,0.14935064935064934,1.0,1262.0,0.0,1262.0,0.0,1262.0,0.0,1262.0,614.0,648.0,204.0,523.0,0.0,523.0,0.0,0.0,6.0,7.0,84.0,53.72848948374761,0.0,411.35372848948373,-523.0
DWM0143,1,345,345,PC-2073,9,18,0,345,0,345,0,1.0,,,,,,,,,,,299.0,710.0,0.0,710.0,0.0,0.0,6.0,9.0,106.0,51.73661971830986,0.0,408.9478873239437,-710.0
DWP0971,1,613,345,PC-8685,9,17,0,613,0,613,0,1.0,,,,,,,,,,,258.0,910.0,0.0,910.0,0.0,0.0,7.0,11.0,155.0,52.0945054945055,0.0,405.33846153846156,-910.0
DYB0399,1,18,10,PC-0953,9,17,0,18,0,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DYC0734,1,21,13,PC-3152,8,17,0,21,3,18,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DYS0230,1,10,10,PC-0560,7,15,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DZB0333,1,17,9,PC-8776,9,19,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
DZB0401,1,345,345,PC-4612,8,18,0,345,0,345,0,1.0,,,,,,,,,,,124.0,203.0,0.0,203.0,0.0,0.0,0.0,5.0,20.0,54.029556650246306,0.0,406.7536945812808,-203.0
DZJ0261,1,97,97,PC-9979,8,18,0,97,0,97,0,1.0,,,,,,,,,,,112.0,126.0,0.0,126.0,0.0,0.0,1.0,2.0,6.0,51.61904761904762,0.0,415.54761904761904,-126.0
DZO0452,1,345,345,PC-2389,7,18,0,345,0,345,0,1.0,,,,,,,,,,,371.0,831.0,0.0,831.0,0.0,0.0,8.0,17.0,106.0,52.45367027677497,0.0,407.6847172081829,-831.0
EAB0108,1,10,9,PC-7276,8,20,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
EAD0651,1,17,9,PC-6195,8,18,0,17,0,17,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
EAF0790,1,345,345,PC-2294,8,15,0,345,0,345,0,1.0,,,,,,,,,,,618.0,1453.0,0.0,1453.0,0.0,0.0,18.0,24.0,133.0,51.702684101858225,0.0,406.7501720578114,-1453.0
EAH0562,1,345,345,PC-5207,8,19,0,345,0,345,0,1.0,,,,,,,,,,,977.0,5417.0,292.0,5125.0,0.0,292.0,50.0,104.0,445.0,52.33967140483662,2.0,409.91785120915637,-4833.0
EAL0240,1,345,345,PC-6172,8,17,0,345,0,345,0,1.0,,,,,,,,,,,154.0,227.0,0.0,227.0,0.0,0.0,0.0,3.0,26.0,53.16299559471366,0.0,404.0352422907489,-227.0
EAL0684,1,10,9,PC-2004,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
EAN0549,2,19,11,PC-9934,8,18,0,19,0,19,0,0.8666666666666667,1.0,6572.0,0.0,5864.0,708.0,5864.0,0.0,6572.0,3256.0,3316.0,,,,,,,,,,,,,
EBB0031,1,345,345,PC-8058,7,16,0,345,0,345,0,1.0,,,,,,,,,,,86.0,134.0,0.0,134.0,0.0,0.0,3.0,2.0,21.0,51.656716417910445,0.0,410.6641791044776,-134.0
EBC0071,1,345,345,PC-3832,8,18,0,345,0,345,0,1.0,,,,,,,,,,,127.0,217.0,0.0,217.0,0.0,0.0,0.0,0.0,27.0,51.815668202764975,0.0,413.7327188940092,-217.0
EBC0186,1,345,345,PC-6713,8,17,0,345,0,345,0,1.0,,,,,,,,,,,74.0,102.0,0.0,102.0,0.0,0.0,0.0,1.0,17.0,51.40196078431372,0.0,398.72549019607845,-102.0
EBH0519,40,561,561,PC-9573,6,17,139,422,382,40,7,0.893048128342246,,,,,,,,,,,1136.0,9708.0,146.0,6661.0,2901.0,0.0,96.0,219.0,777.0,52.61402966625464,6.0,409.20168932838897,-6515.0
EBH0612,2,642,368,PC-5336,7,18,0,642,0,642,0,0.9544554455445544,1.0,676.0,0.0,676.0,0.0,676.0,0.0,676.0,327.0,349.0,325.0,728.0,0.0,728.0,0.0,0.0,19.0,15.0,82.0,52.032967032967036,1.0,409.62225274725273,-728.0
EBR0763,1,345,345,PC-8534,6,16,0,345,345,0,0,1.0,,,,,,,,,,,327.0,653.0,6.0,647.0,0.0,0.0,4.0,17.0,58.0,51.69678407350689,0.0,406.0689127105666,-641.0
EBS0102,1,10,10,PC-3211,7,16,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
EBS0706,1,345,345,PC-0667,6,15,0,345,179,166,0,1.0,,,,,,,,,,,578.0,1292.0,2.0,1290.0,0.0,0.0,18.0,19.0,100.0,52.03947368421053,0.0,408.6509287925697,-1288.0
ECC0383,2,639,368,PC-1240,7,19,0,639,2,637,2,0.9543197616683218,1.0,1373.0,91.0,1282.0,0.0,1373.0,91.0,1373.0,668.0,705.0,354.0,1303.0,83.0,1220.0,0.0,83.0,7.0,31.0,167.0,52.89025326170376,0.0,408.2064466615503,-1137.0
ECD0319,1,10,9,PC-3050,9,19,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
ECF0196,30,395,395,PC-9265,7,18,2,393,18,375,1,0.9215189873417722,1.0,5940.0,60.0,5869.0,11.0,5929.0,0.0,5940.0,2951.0,2989.0,396.0,968.0,0.0,968.0,0.0,0.0,12.0,13.0,115.0,51.95144628099174,0.0,408.6559917355372,-968.0
ECP0997,1,310,310,PC-6136,8,17,0,310,0,310,0,1.0,,,,,,,,,,,371.0,1603.0,0.0,1603.0,0.0,0.0,13.0,13.0,210.0,52.779787897691826,0.0,408.6325639426076,-1603.0
ECR0818,1,345,345,PC-0729,8,15,0,345,0,345,0,1.0,,,,,,,,,,,314.0,883.0,0.0,883.0,0.0,0.0,14.0,20.0,130.0,53.28199320498301,1.0,410.99320498301245,-883.0
ECS0306,1,10,9,PC-8826,8,18,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
ECS0954,1,345,345,PC-5490,7,16,0,345,0,345,0,1.0,,,,,,,,,,,523.0,1828.0,0.0,1828.0,0.0,0.0,28.0,14.0,237.0,51.71827133479212,1.0,411.3429978118162,-1828.0
ECT0117,1,10,10,PC-1747,7,17,0,10,0,10,0,1.0,,,,,,,,,,,,,,,,,,,,,,,
