user,risco_Grok,risco_DeepSeek,risco_ChatGratuito,risco_Copilot,risco_Gemini,risco_Especialista
CMG0984,Baixo,Médio,Baixo,Baixo,Alto,Alto
CML0603,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
CMM0300,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CMR0545,Médio,Médio,Médio,Baixo,Alto,Alto
CMR0739,Alto,Alto,Alto,Médio,Alto,Alto
CMS0535,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CMW0297,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CNC0449,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CNC0691,Baixo,Alto,Médio,Médio,Alto,Alto
CND0936,Baixo,Alto,Baixo,Baixo,Médio,Médio
CNK0517,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CNM0429,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CNW0152,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
COF0905,Baixo,Médio,Médio,Baixo,Médio,Baixo
COM0966,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CPG0569,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CPM0659,Baixo,Alto,Baixo,Baixo,Médio,Baixo
CPS0014,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CPS0431,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CQC0853,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CQP0232,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CQR0391,Médio,Médio,Baixo,Médio,Alto,Alto
CQS0899,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CRA0098,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CRC0458,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CRG0028,Baixo,Médio,Baixo,Baixo,Alto,Alto
CRG0324,Baixo,Médio,Baixo,Baixo,Alto,Alto
CRG0736,Médio,Médio,Médio,Médio,Alto,Médio
CRL0906,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CRL0909,Baixo,Médio,Baixo,Baixo,Médio,Baixo
CRM0128,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CRM0133,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CRM0666,Médio,Médio,Médio,Baixo,Alto,Alto
CRM0852,Médio,Alto,Baixo,Médio,Alto,Alto
CRW0064,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CRW0908,Baixo,Médio,Baixo,Baixo,Médio,Baixo
CSC0581,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CSD0242,Médio,Médio,Baixo,Baixo,Alto,Alto
CSF0671,Alto,Médio,Médio,Médio,Alto,Alto
CSF0929,Médio,Alto,Médio,Baixo,Alto,Médio
CSG0227,Baixo,Médio,Baixo,Baixo,Médio,Alto
CSG0640,Médio,Alto,Alto,Alto,Alto,Alto
CSH0056,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CSM0809,Médio,Médio,Médio,Médio,Alto,Médio
CSP0983,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CSW0531,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CSW0588,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CTC0050,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CTE0576,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CTF0023,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CTM0390,Baixo,Médio,Médio,Baixo,Médio,Baixo
CTM0803,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CTP0499,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CTR0215,Alto,Alto,Médio,Baixo,Alto,Alto
CTW0743,Médio,Médio,Médio,Médio,Alto,Médio
CTW0819,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CUC0118,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CUD0505,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
CUD0745,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CUH0497,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CUM0234,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
CVR0454,Médio,Baixo,Baixo,Baixo,Médio,Baixo
CWA0310,Médio,Médio,Médio,Médio,Alto,Médio
CYM0808,Médio,Médio,Médio,Médio,Alto,Médio
CZB0191,Alto,Alto,Alto,Médio,Alto,Alto
CZK0289,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
CZM0425,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DAA0286,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DAD0916,Alto,Alto,Alto,Médio,Alto,Alto
DAH0146,Médio,Baixo,Baixo,Baixo,Médio,Alto
DAH0309,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DAJ0354,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DAL0189,Médio,Médio,Baixo,Baixo,Médio,Alto
DAM0170,Baixo,Médio,Baixo,Baixo,Alto,Alto
DAM0321,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DAR0984,Médio,Alto,Alto,Médio,Médio,Alto
DBH0485,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DBM0279,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DBV0277,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DCB0109,Médio,Médio,Médio,Baixo,Alto,Alto
DCB0206,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DCB0606,Médio,Médio,Médio,Médio,Alto,Médio
DCG0866,Baixo,Baixo,Baixo,Baixo,Alto,Alto
DCH0627,Médio,Médio,Médio,Médio,Alto,Médio
DCM0467,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DCM0757,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DCT0194,Baixo,Baixo,Baixo,Baixo,Médio,Alto
DCW0087,Alto,Alto,Alto,Médio,Alto,Alto
DCW0811,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DCZ0636,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DDB0047,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DDB0507,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DDE0942,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DDL0572,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DDM0776,Médio,Alto,Alto,Alto,Alto,Alto
DDR0928,Baixo,Baixo,Baixo,Baixo,Médio,Alto
DEC0664,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DEI0246,Baixo,Médio,Baixo,Baixo,Médio,Baixo
DES0075,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DEW0544,Médio,Médio,Médio,Médio,Médio,Baixo
DEW0770,Médio,Médio,Médio,Médio,Médio,Médio
DFF0273,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DGC0484,Alto,Alto,Alto,Alto,Alto,Alto
DHB0086,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DHB0696,Baixo,Médio,Baixo,Baixo,Médio,Médio
DHC0599,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
DHH0260,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
DHM0353,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DHP0182,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
DHS0151,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DHW0130,Médio,Médio,Médio,Médio,Alto,Médio
DIA0854,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DIB0207,Médio,Médio,Médio,Médio,Alto,Médio
DIL0607,Médio,Médio,Médio,Médio,Alto,Alto
DIM0254,Baixo,Médio,Baixo,Baixo,Médio,Alto
DIM0841,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DIV0622,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
DJC0178,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJG0393,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJH0245,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJM0094,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJP0489,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJS0406,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DJV0692,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DJW0698,Alto,Alto,Médio,Médio,Médio,Alto
DKB0356,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DKB0775,Médio,Médio,Médio,Médio,Alto,Médio
DKF0483,Médio,Médio,Médio,Médio,Médio,Baixo
DKH0601,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
DKK0180,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DKO0705,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DKP0403,Baixo,Médio,Baixo,Baixo,Alto,Alto
DKS0893,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DLH0806,Médio,Baixo,Baixo,Baixo,Médio,Baixo
DLS0375,Médio,Médio,Médio,Médio,Médio,Baixo
DLS0596,Médio,Baixo,Baixo,Baixo,Alto,Alto
DLW0556,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DMB0653,Médio,Médio,Médio,Médio,Alto,Médio
DMH0632,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DMM0456,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DMS0876,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DNG0938,Médio,Médio,Baixo,Baixo,Alto,Alto
DNS0397,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DOT0095,Médio,Baixo,Baixo,Baixo,Médio,Baixo
DPB0652,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DQM0392,Baixo,Médio,Baixo,Médio,Alto,Alto
DRF0617,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
DRH0268,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DRH1000,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DRL0224,Baixo,Baixo,Baixo,Baixo,Médio,Alto
DRW0195,Médio,Baixo,Baixo,Baixo,Médio,Baixo
DSA0331,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSL0016,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSL0441,Alto,Alto,Alto,Médio,Alto,Alto
DSM0311,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSP0738,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSR0228,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSW0129,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DSZ0288,Baixo,Médio,Baixo,Baixo,Alto,Alto
DTA0168,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DTE0302,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DTP0863,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DUW0537,Alto,Alto,Alto,Médio,Alto,Alto
DVS0259,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DVV0933,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DWC0525,Médio,Médio,Baixo,Baixo,Alto,Alto
DWG0209,Alto,Alto,Alto,Médio,Alto,Alto
DWM0143,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DWP0971,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DYB0399,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DYC0734,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DYS0230,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DZB0333,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DZB0401,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
DZJ0261,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
DZO0452,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EAB0108,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EAD0651,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EAF0790,Médio,Baixo,Baixo,Baixo,Médio,Baixo
EAH0562,Médio,Alto,Alto,Médio,Alto,Médio
EAL0240,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EAL0684,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EAN0549,Médio,Baixo,Baixo,Baixo,Médio,Alto
EBB0031,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EBC0071,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EBC0186,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EBH0519,Alto,Alto,Alto,Alto,Alto,Alto
EBH0612,Alto,Alto,Alto,Médio,Alto,Alto
EBR0763,Médio,Médio,Médio,Baixo,Médio,Médio
EBS0102,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EBS0706,Médio,Médio,Médio,Médio,Médio,Médio
ECC0383,Médio,Alto,Médio,Alto,Alto,Alto
ECD0319,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ECF0196,Alto,Alto,Alto,Alto,Alto,Alto
ECP0997,Médio,Baixo,Baixo,Baixo,Médio,Baixo
ECR0818,Médio,Médio,Médio,Médio,Alto,Médio
ECS0306,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ECS0954,Médio,Médio,Médio,Médio,Alto,Médio
ECT0117,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ECW0754,Médio,Médio,Médio,Médio,Médio,Médio
EDM0346,Alto,Alto,Alto,Alto,Alto,Alto
EDP0470,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EER0383,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EEW0764,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EFW0645,Baixo,Baixo,Baixo,Baixo,Médio,Alto
EGL0836,Médio,Médio,Médio,Baixo,Alto,Alto
EGR0961,Médio,Médio,Baixo,Baixo,Alto,Alto
EGW0770,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EHK0070,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EHP0795,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EHS0481,Baixo,Médio,Médio,Médio,Médio,Baixo
EIT0461,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EJG0504,Médio,Baixo,Baixo,Baixo,Médio,Alto
EJM0433,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EJO0646,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EJW0059,Médio,Médio,Médio,Baixo,Alto,Alto
EKC0952,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
ELB0647,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ELR0855,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EMG0358,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EMM0153,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
END0680,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ENS0968,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ENW0086,Médio,Baixo,Baixo,Baixo,Médio,Baixo
ENW0424,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
EPP0584,Médio,Médio,Baixo,Baixo,Médio,Alto
EQR0340,Médio,Médio,Médio,Médio,Alto,Médio
ERB0769,Médio,Médio,Médio,Médio,Médio,Médio
ERC0384,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ERL0366,Alto,Médio,Médio,Baixo,Alto,Alto
ERW0745,Médio,Médio,Médio,Médio,Alto,Médio
ESB0859,Médio,Alto,Médio,Baixo,Alto,Alto
ESG0856,Baixo,Baixo,Baixo,Baixo,Alto,Alto
ESH0637,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ESM0123,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ESM0695,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ESN0827,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ETK0783,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ETS0848,Médio,Baixo,Baixo,Baixo,Alto,Alto
EUC0551,Baixo,Médio,Médio,Baixo,Médio,Baixo
EVH0804,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EVM0891,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EVW0901,Baixo,Médio,Baixo,Baixo,Médio,Baixo
EWW0872,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EXN0430,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
EXS0046,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
EYO0336,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FAA0834,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FAB0318,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FAH0982,Médio,Médio,Baixo,Baixo,Médio,Médio
FAM0347,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FAM0455,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
FBP0522,Alto,Alto,Alto,Alto,Alto,Alto
FBR0659,Médio,Médio,Médio,Baixo,Alto,Alto
FCR0583,Baixo,Alto,Baixo,Baixo,Alto,Alto
FCW0715,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FED0275,Baixo,Médio,Baixo,Baixo,Alto,Alto
FEJ0567,Alto,Alto,Alto,Alto,Alto,Alto
FGW0218,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FHB0989,Médio,Médio,Baixo,Baixo,Alto,Alto
FJD0048,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FJS0991,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FKC0253,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FKF0235,Médio,Baixo,Baixo,Baixo,Médio,Alto
FKR0134,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
FLR0476,Baixo,Médio,Baixo,Baixo,Médio,Baixo
FMB0794,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FMH0432,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FML0505,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FND0181,Baixo,Baixo,Baixo,Baixo,Alto,Alto
FNF0635,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FNS0001,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FPS0900,Baixo,Médio,Baixo,Baixo,Médio,Baixo
FQJ0546,Baixo,Baixo,Baixo,Baixo,Médio,Alto
FRL0511,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
FSW0230,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
FTP0140,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
FTT0044,Baixo,Médio,Médio,Baixo,Alto,Alto
FTV0941,Médio,Médio,Médio,Médio,Alto,Médio
FUM0049,Médio,Médio,Baixo,Baixo,Alto,Alto
FWT0608,Médio,Baixo,Baixo,Baixo,Baixo,Alto
FXA0852,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
GAC0877,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GAG0177,Médio,Baixo,Baixo,Baixo,Alto,Alto
GAP0262,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GAP0417,Médio,Alto,Alto,Alto,Alto,Alto
GAS0626,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
GAW0314,Baixo,Baixo,Baixo,Baixo,Médio,Alto
GBC0129,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GBM0381,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GBR0977,Médio,Médio,Médio,Médio,Alto,Médio
GCB0638,Médio,Médio,Médio,Médio,Alto,Médio
GCF0008,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GCI0248,Baixo,Médio,Baixo,Baixo,Médio,Baixo
GCJ0630,Médio,Médio,Médio,Médio,Alto,Médio
GCM0339,Médio,Alto,Alto,Médio,Alto,Médio
GDK0694,Médio,Médio,Médio,Médio,Médio,Alto
GEC0280,Médio,Médio,Baixo,Baixo,Alto,Alto
GED0343,Baixo,Médio,Baixo,Baixo,Alto,Alto
GEU0919,Médio,Médio,Médio,Médio,Alto,Médio
GFM0250,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GGG0825,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GGH0657,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GGK0375,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GGM0185,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GGM0530,Médio,Médio,Médio,Baixo,Alto,Alto
GGP0764,Médio,Médio,Baixo,Baixo,Médio,Médio
GHG0667,Médio,Médio,Médio,Médio,Alto,Médio
GHS0949,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GHW0944,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GIM1000,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GJP0098,Médio,Baixo,Baixo,Baixo,Médio,Alto
GJW0111,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GKC0892,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GKH0643,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GKJ0184,Baixo,Baixo,Baixo,Baixo,Médio,Alto
GKT0166,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
GKT0568,Médio,Baixo,Baixo,Baixo,Médio,Alto
GKY0171,Médio,Médio,Médio,Médio,Alto,Alto
GLH0154,Médio,Alto,Médio,Médio,Alto,Alto
GLP0163,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GLW0148,Médio,Alto,Alto,Médio,Alto,Médio
GLW0278,Médio,Médio,Baixo,Baixo,Alto,Alto
GMM0746,Baixo,Médio,Baixo,Baixo,Alto,Alto
GMP0832,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GND0780,Baixo,Médio,Baixo,Baixo,Médio,Baixo
GNG0386,Médio,Médio,Médio,Médio,Médio,Alto
GNY0144,Baixo,Alto,Baixo,Baixo,Médio,Médio
GOG0650,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GOI0854,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
GQG0464,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GRB0058,Médio,Médio,Baixo,Baixo,Médio,Baixo
GRC0025,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GRM0188,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GRM0263,Baixo,Médio,Baixo,Baixo,Médio,Alto
GRR0017,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GRW0704,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GSB0575,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GSO0472,Baixo,Médio,Baixo,Baixo,Baixo,Alto
GSP0475,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GSW0127,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
GTC0331,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GTF0396,Baixo,Médio,Baixo,Baixo,Alto,Alto
GVC0621,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GVH0859,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GVR0785,Médio,Baixo,Baixo,Baixo,Médio,Baixo
GWB0683,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GWC0187,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GWG0024,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
GXB0655,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
GYD0752,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HAC0651,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HAJ0975,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HAM0510,Alto,Alto,Alto,Alto,Alto,Alto
HAP0201,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HAS0258,Baixo,Alto,Médio,Médio,Médio,Alto
HBB0090,Médio,Baixo,Baixo,Baixo,Médio,Alto
HBB0719,Médio,Alto,Baixo,Baixo,Médio,Médio
HBC0672,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HBS0270,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HCE0726,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HCF0334,Médio,Alto,Médio,Médio,Alto,Alto
HCH0203,Alto,Alto,Médio,Médio,Alto,Alto
HCH0753,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HCH0981,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HCR0149,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HCR0341,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HCS0965,Médio,Médio,Médio,Médio,Alto,Médio
HDA0488,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HDB0806,Baixo,Baixo,Baixo,Baixo,Médio,Alto
HDE0756,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HDG0417,Baixo,Médio,Baixo,Baixo,Alto,Alto
HDH0266,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HDK0155,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HDR0897,Baixo,Médio,Médio,Médio,Médio,Baixo
HDW0495,Médio,Médio,Médio,Médio,Médio,Baixo
HEF0157,Médio,Médio,Baixo,Baixo,Alto,Alto
HFF0415,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HFJ0238,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HFP0394,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HGD0742,Baixo,Baixo,Baixo,Baixo,Médio,Alto
HGH0867,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HGH0943,Médio,Médio,Baixo,Baixo,Alto,Alto
HGS0657,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HGS0842,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HHB0090,Baixo,Médio,Baixo,Baixo,Médio,Baixo
HHB0156,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HHL0126,Médio,Alto,Médio,Médio,Médio,Baixo
HHR0024,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HHS0799,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HIB0502,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HJB0227,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HJC0591,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HJK0421,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HJK0496,Baixo,Médio,Médio,Médio,Médio,Baixo
HJM0337,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HJS0946,Médio,Baixo,Baixo,Baixo,Médio,Alto
HJV0721,Médio,Médio,Médio,Baixo,Médio,Médio
HKC0445,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HKC0544,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HKH0136,Médio,Baixo,Baixo,Baixo,Médio,Baixo
HKH0249,Baixo,Médio,Baixo,Baixo,Médio,Baixo
HKK0363,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HKK0961,Alto,Alto,Alto,Alto,Alto,Alto
HKP0055,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
HKW0211,Alto,Alto,Alto,Médio,Alto,Alto
HLJ0796,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HLP0506,Médio,Alto,Alto,Médio,Alto,Médio
HLS0452,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
HLS0648,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
